WeaponDescriptor;Salves;HasMainSalvo;SalvoIsMainSalvo;Turret_1_AngleRotationMax;Turret_1_AngleRotationMaxPitch;Turret_1_AngleRotationMinPitch;Turret_1_VitesseRotation;Turret_1_Weapon_1_Ammunition;Turret_1_Weapon_1_NbWeapons;Turret_1_Weapon_1_SalvoStockIndex;Turret_1_Weapon_2_Ammunition;Turret_1_Weapon_2_NbWeapons;Turret_1_Weapon_2_SalvoStockIndex;Turret_1_Weapon_3_Ammunition;Turret_1_Weapon_3_NbWeapons;Turret_1_Weapon_3_SalvoStockIndex;Turret_2_AngleRotationMax;Turret_2_AngleRotationMaxPitch;Turret_2_AngleRotationMinPitch;Turret_2_VitesseRotation;Turret_2_Weapon_1_Ammunition;Turret_2_Weapon_1_NbWeapons;Turret_2_Weapon_1_SalvoStockIndex;Turret_3_AngleRotationMax;Turret_3_AngleRotationMaxPitch;Turret_3_AngleRotationMinPitch;Turret_3_VitesseRotation;Turret_3_Weapon_1_Ammunition;Turret_3_Weapon_1_NbWeapons;Turret_3_Weapon_1_SalvoStockIndex;Turret_4_AngleRotationMax;Turret_4_AngleRotationMaxPitch;Turret_4_AngleRotationMinPitch;Turret_4_VitesseRotation;Turret_4_Weapon_1_Ammunition;Turret_4_Weapon_1_NbWeapons;Turret_4_Weapon_1_SalvoStockIndex;Turret_5_AngleRotationMax;Turret_5_AngleRotationMaxPitch;Turret_5_AngleRotationMinPitch;Turret_5_VitesseRotation;Turret_5_Weapon_1_Ammunition;Turret_5_Weapon_1_NbWeapons;Turret_5_Weapon_1_SalvoStockIndex
"WeaponDescriptor_Airborne_half_Dragon_US";"[80, 90, 6, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";;;;;"Ammo_FM_M16";4;0;;;;;;;;;;;"Ammo_SAW_M249_5_56mm";1;1;;;;;"Ammo_M47_DRAGON_II";1;2;;;;;;;;;;;;;;
"WeaponDescriptor_Airborne_half_LAW_US";"[80, 90, 6, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";;;;;"Ammo_FM_M16";4;0;;;;;;;;;;;"Ammo_SAW_M249_5_56mm";1;1;;;;;"Ammo_RocketInf_AT4_83mm";1;2;;;;;;;;;;;;;;
"WeaponDescriptor_Atteam_Fagot_VDV_SOV";"[6, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_ATGM_9K111_Fagot";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_Atteam_Konkurs_VDV_SOV";"[6, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_ATGM_9M113_KonkursM";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BM21V_GradV_SOV";"[2, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";3.141592653589793;1.5707963267948966;-0.17453292519943295;1.0471975511965976;"Ammo_RocketArt_M21OF_122mm_x12";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BM21_Grad_SOV";"[2, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";3.141592653589793;1.5707963267948966;-0.17453292519943295;1.0471975511965976;"Ammo_RocketArt_M21OF_122mm";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BM27_Uragan_SOV";"[1, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";3.141592653589793;1.5707963267948966;-0.17453292519943295;1.0471975511965976;"Ammo_RocketArt_9M27F_HE_220mm";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BM30_Smerch_SOV";"[1, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";3.141592653589793;1.5707963267948966;-0.17453292519943295;1.0471975511965976;"Ammo_RocketArt_9M55K5_300mm";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BMD_1_CMD_SOV";"[50, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_MMG_PKT_7_62mm";1;0;;;;;;;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_MMG_PKT_7_62mm";1;0;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BMD_1_SOV";"[2, 75, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_Canon_AP_73_mm_2A28_Grom";1;0;"Ammo_Canon_HE_73_mm_2A28_Grom";1;0;;;;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_MMG_PKT_7_62mm";1;1;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_MMG_PKT_7_62mm";1;1;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_MMG_PKT_7_62mm";1;1;;;;;;;
"WeaponDescriptor_BMD_2_SOV";"[50, 75, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.3962634015954636;"Ammo_AutoCanon_AP_30mm_24A2_BMP2";1;0;"Ammo_AutoCanon_HE_30mm_24A2_BMP2";1;0;;;;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_MMG_PKT_7_62mm";1;1;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_MMG_PKT_7_62mm";1;1;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_MMG_PKT_7_62mm";1;1;;;;;;;
"WeaponDescriptor_BMP_1PG_SOV";"[2, 4, 28, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_Canon_AP_73_mm_2A28_Grom";1;0;"Ammo_Canon_HE_73_mm_2A28_Grom";1;0;;;;6.283185307179586;0.7853981633974483;-0.17453292519943295;1.0471975511965976;"Ammo_ATGM_9K111_Fagot";1;1;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_Lance_grenade_AGS17";1;2;;;;;;;;;;;;;;
"WeaponDescriptor_BMP_1P_DDR";"[2, 4, 28, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_Canon_AP_73_mm_2A28_Grom";1;0;"Ammo_Canon_HE_73_mm_2A28_Grom";1;0;;;;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_ATGM_9K111_Fagot";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BMP_1P_SOV";"[2, 4, 28, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_Canon_AP_73_mm_2A28_Grom";1;0;"Ammo_Canon_HE_73_mm_2A28_Grom";1;0;;;;6.283185307179586;0.7853981633974483;-0.17453292519943295;1.0471975511965976;"Ammo_ATGM_9K111_Fagot";1;1;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_MMG_PKT_7_62mm";1;2;;;;;;;;;;;;;;
"WeaponDescriptor_BMP_1P_reco_DDR";"[2, 4, 28, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_Canon_AP_73_mm_2A28_Grom";1;0;"Ammo_Canon_HE_73_mm_2A28_Grom";1;0;;;;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_ATGM_9M14_MalyutkaP";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BMP_1P_reco_SOV";"[2, 4, 28, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_Canon_AP_73_mm_2A28_Grom";1;0;"Ammo_Canon_HE_73_mm_2A28_Grom";1;0;;;;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_ATGM_9K111_Fagot";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BMP_1_CMD_DDR";"[2, 4, 28, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.3962634015954636;"Ammo_Canon_AP_73_mm_2A28_Grom";1;0;"Ammo_Canon_HE_73_mm_2A28_Grom";1;0;;;;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_ATGM_9M14_MalyutkaP";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BMP_1_CMD_SOV";"[2, 4, 28, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.3962634015954636;"Ammo_Canon_AP_73_mm_2A28_Grom";1;0;"Ammo_Canon_HE_73_mm_2A28_Grom";1;0;;;;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_ATGM_9M14_MalyutkaP";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BMP_1_SP1_DDR";"[2, 28, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_Canon_AP_73_mm_2A28_Grom";1;0;"Ammo_Canon_HE_73_mm_2A28_Grom";1;0;;;;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_MMG_PKT_7_62mm";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BMP_1_SP2_DDR";"[2, 4, 28, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_Canon_AP_73_mm_2A28_Grom";1;0;"Ammo_Canon_HE_73_mm_2A28_Grom";1;0;;;;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_ATGM_9M14_MalyutkaP";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BMP_2_SOV";"[50, 4, 28, 1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.3962634015954636;"Ammo_AutoCanon_AP_30mm_24A2_BMP2";1;0;"Ammo_AutoCanon_HE_30mm_24A2_BMP2";1;0;;;;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_ATGM_9M113_Konkurs_BMP2";1;1;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_MMG_PKT_7_62mm";1;2;;;;;;;;;;;;;;
"WeaponDescriptor_BMP_3_SOV";"[2, 50, 6, 1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.3962634015954636;"Ammo_Canon_HE_100mm_2A70";1;0;"Ammo_ATGM_9M117_Bastion";1;2;;;;0.017453292519943295;0.017453292519943295;-0.017453292519943295;1.5707963267948966;"Ammo_AutoCanon_AP_30mm_2A72_BMP3";1;1;2.0943951023931953;1.5707963267948966;-1.5707963267948966;;"Ammo_SMOKE_Vehicle_Grenadex8";1;;;;;;;;;;;;;;;
"WeaponDescriptor_BRDM_2_DDR";"[53, 28, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.7853981633974483;-0.17453292519943295;1.0471975511965976;"Ammo_HMG_14_5_mm_KPVT";1;0;;;;;;;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_MMG_PKT_7_62mm";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BRDM_2_Konkurs_DDR";"[2, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.7853981633974483;-0.17453292519943295;1.0471975511965976;"Ammo_ATGM_9M113_Konkurs_x5";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BRDM_2_Konkurs_SOV";"[2, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.7853981633974483;-0.17453292519943295;1.0471975511965976;"Ammo_ATGM_9M113_Konkurs_x5";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BRDM_2_SOV";"[53, 28, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.7853981633974483;-0.17453292519943295;1.0471975511965976;"Ammo_HMG_14_5_mm_KPVT";1;0;;;;;;;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_MMG_PKT_7_62mm";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BRDM_Konkurs_DDR";"[2, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.7853981633974483;-0.17453292519943295;1.0471975511965976;"Ammo_ATGM_9M113_Konkurs_x5";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BRDM_Malyu_P_DDR";"[8, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.7853981633974483;-0.17453292519943295;1.0471975511965976;"Ammo_ATGM_9M14_MalyutkaP";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BRDM_Strela_1_DDR";"[1, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;1.3089969389957472;-0.2617993877991494;2.0943951023931953;"Ammo_SAM_Strela1_x4";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BRDM_Strela_1_SOV";"[1, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;1.3089969389957472;-0.2617993877991494;2.0943951023931953;"Ammo_SAM_Strela1_x4";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BRM_1_DDR";"[2, 28, 1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_Canon_AP_73_mm_2A28_Grom";1;0;"Ammo_Canon_HE_73_mm_2A28_Grom";1;0;;;;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_MMG_PKT_7_62mm";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BRM_1_SOV";"[2, 28, 1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_Canon_AP_73_mm_2A28_Grom";1;0;"Ammo_Canon_HE_73_mm_2A28_Grom";1;0;;;;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_MMG_PKT_7_62mm";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BTR_50_DDR";"[20, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;1.3089969389957472;-0.2617993877991494;2.0943951023931953;"Ammo_MMG_SGMB_7_62mm";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BTR_60_CMD_DDR";"[53, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;1.3089969389957472;-0.2617993877991494;2.0943951023931953;"Ammo_HMG_14_5_mm_KPVT";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BTR_60_CMD_SOV";"[53, 40, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.7853981633974483;-0.17453292519943295;1.0471975511965976;"Ammo_HMG_14_5_mm_KPVT";1;0;;;;;;;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_MMG_PKT_7_62mm";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BTR_60_SOV";"[53, 40, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.7853981633974483;-0.17453292519943295;1.0471975511965976;"Ammo_HMG_14_5_mm_KPVT";1;0;;;;;;;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_MMG_PKT_7_62mm";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BTR_70_DDR";"[53, 15, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;1.3089969389957472;-0.2617993877991494;2.0943951023931953;"Ammo_HMG_14_5_mm_KPVT";1;0;;;;;;;6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_MMG_PKT_7_62mm";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BTR_80_SOV";"[53, 15, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.7853981633974483;-0.17453292519943295;1.0471975511965976;"Ammo_HMG_14_5_mm_KPVT";1;0;;;;;;;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_MMG_PKT_7_62mm";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BTR_D_Robot_SOV";"[10, 15, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.7853981633974483;-0.17453292519943295;1.0471975511965976;"Ammo_ATGM_9M113_KonkursM";1;0;;;;;;;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_MMG_PKT_7_62mm";1;1;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_MMG_PKT_7_62mm";1;1;;;;;;;;;;;;;;
"WeaponDescriptor_BTR_D_SOV";"[20, 15, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;1.3089969389957472;-0.2617993877991494;2.0943951023931953;"Ammo_Lance_grenade_AGS17";1;0;;;;;;;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_MMG_PKT_7_62mm";1;1;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_MMG_PKT_7_62mm";1;1;;;;;;;;;;;;;;
"WeaponDescriptor_BTR_ZD_Skrezhet_SOV";"[15, 15, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;1.3089969389957472;-0.2617993877991494;2.0943951023931953;"Ammo_DCA_2_canon_ZU23_2_23mm";1;0;;;;;;;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_MMG_PKT_7_62mm";1;1;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_MMG_PKT_7_62mm";1;1;;;;;;;;;;;;;;
"WeaponDescriptor_Bofors_40mm_RFA";"[15, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;1.3089969389957472;-0.2617993877991494;2.0943951023931953;"Ammo_DCA_1_canon_Bofors_40mm";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_Buk_9K37M_SOV";"[1, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;1.3089969389957472;-0.2617993877991494;2.0943951023931953;"Ammo_SAM_9M38M1_x4";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_Challenger_1_Mk1_CMD_UK";"[64, 32, 42, 1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_Canon_AP_120_mm_L11A5_Challenger";1;0;"Ammo_Canon_HE_120_mm_L11A5_Challenger";1;0;;;;6.283185307179586;1.3089969389957472;-0.2617993877991494;2.0943951023931953;"Ammo_MMG_L37A2_7_62mm";1;1;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_MMG_L8A2_7_62mm";1;2;;;;;;;;;;;;;;
"WeaponDescriptor_Challenger_1_Mk1_UK";"[64, 32, 42, 1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_Canon_AP_120_mm_L11A5_Challenger";1;0;"Ammo_Canon_HE_120_mm_L11A5_Challenger";1;0;;;;6.283185307179586;1.3089969389957472;-0.2617993877991494;2.0943951023931953;"Ammo_MMG_L37A2_7_62mm";1;1;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_MMG_L8A2_7_62mm";1;2;;;;;;;;;;;;;;
"WeaponDescriptor_Chasseurs_CMD_FR";"[160, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";;;;;"Ammo_FM_FAMAS";8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_Chasseurs_FR";"[140, 80, 6, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";;;;;"Ammo_FM_FAMAS";7;0;;;;;;;;;;;"Ammo_MMG_inf_AANF1_7_62mm";1;1;;;;;"Ammo_RocketInf_LRAC_F1";1;2;;;;;;;;;;;;;;
"WeaponDescriptor_Commandos_FR";"[160, 180, 6, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";;;;;"Ammo_FM_SIG_543";8;0;;;;;;;;;;;"Ammo_SAW_Minimi_5_56mm";2;1;;;;;"Ammo_RocketInf_LRAC_F1";1;2;;;;;;;;;;;;;;
"WeaponDescriptor_DCA_FK20_2_20mm_RFA";"[15, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;1.3089969389957472;-0.2617993877991494;2.0943951023931953;"Ammo_DCA_1_canon_FK20_20mm_TOWED";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_DCA_FK20_2_20mm_Zwillinge_RFA";"[8, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;1.3089969389957472;-0.2617993877991494;1.0471975511965976;"Ammo_DCA_2_canon_FK20_20mm";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_DCA_I_Hawk_RFA";"[1, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;1.3089969389957472;-0.2617993877991494;2.0943951023931953;"Ammo_SAM_I_Hawk_x3";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_DCA_I_Hawk_US";"[1, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;1.3089969389957472;-0.2617993877991494;2.0943951023931953;"Ammo_SAM_I_Hawk_x3";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_DCA_Javelin_LML_UK";"[3, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;1.3089969389957472;-0.2617993877991494;2.0943951023931953;"Ammo_Javelin_LML";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_DCA_M167_Vulcan_20mm_US";"[8, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;1.3089969389957472;-0.2617993877991494;2.0943951023931953;"Ammo_Gatling_M61_Vulcan_20mm_late_TOWED";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_DCA_ZU_23_2_DDR";"[8, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;1.3089969389957472;-0.2617993877991494;2.0943951023931953;"Ammo_DCA_2_canon_ZU23_2_23mm_TOWED";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_DCA_ZU_23_2_SOV";"[8, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;1.3089969389957472;-0.2617993877991494;2.0943951023931953;"Ammo_DCA_2_canon_ZU23_2_23mm_TOWED";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_DShV_CMD_SOV";"[120, 90, 4, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";;;;;"Ammo_PM_AKSU_74";6;0;;;;;;;;;;;"Ammo_SAW_RPK_74_5_56mm";1;1;;;;;"Ammo_RocketInf_RPG22_72_5mm";1;2;;;;;;;;;;;;;;
"WeaponDescriptor_DShV_SOV";"[120, 90, 6, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";;;;;"Ammo_FM_AKS_74";6;0;;;;;;;;;;;"Ammo_SAW_RPK_74_5_56mm";1;1;;;;;"Ammo_RocketInf_RPG7VL";1;2;;;;;;;;;;;;;;
"WeaponDescriptor_Engineer_CMD_US";"[100, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";;;;;"Ammo_FM_M16";5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_Engineers_AT_RFA";"[180, 90, 6, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";;;;;"Ammo_FM_G3KA4";9;0;;;;;;;;;;;"Ammo_MMG_inf__MG3_7_62mm";1;1;;;;;"Ammo_RocketInf_Armbrust";1;2;;;;;;;;;;;;;;
"WeaponDescriptor_Engineers_AT_UK";"[270, 180, 6, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";;;;;"Ammo_FM_L85A1";6;0;;;;;;;;;;;"Ammo_SAW_L86A1_5_56mm";2;1;;;;;"Ammo_RocketInf_Carl_Gustav";1;2;;;;;;;;;;;;;;
"WeaponDescriptor_Engineers_CMD_DDR";"[80, 6, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";;;;;"Ammo_FM_Mpi_AK_74N";4;0;;;;;;;;;;;"Ammo_RocketInf_RPG7VL";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_Engineers_CMD_RFA";"[100, 4, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";;;;;"Ammo_PM_uzi";5;0;;;;;;;;;;;"Ammo_RocketInf_Carl_Gustav";1;1;;;;;;;;;;;;;;;;;;;;;
