OrderAvailability;Orders
"Descriptor_OrderAvailability_Engineers_Reserve_RFA";"['Stop', 'Move', 'FollowFormation', 'SmartMove', 'Attack', 'SmartMoveAndAttack', 'SmartHoldFire', 'MoveAndAttack', 'Spread', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'EnterDistrict', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_Engineers_SOV";"['Stop', 'Move', 'FollowFormation', 'SmartMove', 'Attack', 'SmartMoveAndAttack', 'SmartHoldFire', 'MoveAndAttack', 'Spread', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'EnterDistrict', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_Engineers_UK";"['Stop', 'Move', 'FollowFormation', 'SmartMove', 'Attack', 'SmartMoveAndAttack', 'SmartHoldFire', 'MoveAndAttack', 'Spread', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'EnterDistrict', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_Engineers_US";"['Stop', 'Move', 'FollowFormation', 'SmartMove', 'Attack', 'SmartMoveAndAttack', 'SmartHoldFire', 'MoveAndAttack', 'Spread', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'EnterDistrict', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_Engineers_VDV_SOV";"['Stop', 'Move', 'FollowFormation', 'SmartMove', 'Attack', 'SmartMoveAndAttack', 'SmartHoldFire', 'MoveAndAttack', 'Spread', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'EnterDistrict', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_Escorte_FR";"['Stop', 'Move', 'FollowFormation', 'SmartMove', 'Attack', 'SmartMoveAndAttack', 'MoveAndAttack', 'Spread', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'EnterDistrict', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_FH70_155mm_RFA";"['Stop', 'Move', 'FollowFormation', 'QuickMove', 'Attack', 'FastMoveAndAttack', 'MoveAndAttack', 'Spread', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'ShootOnPositionSmoke', 'ShootOnPositionWithoutCorrectionSmoke', 'AskForSupply', 'GoGetSupply', 'LoadIntoTransport', 'Load', 'AIManageArtillery_Focus', 'AIManageArtillery_CounterBattery', 'AIManageArtillery_Auto', 'AIStop']"
"Descriptor_OrderAvailability_FH70_155mm_UK";"['Stop', 'Move', 'FollowFormation', 'QuickMove', 'Attack', 'FastMoveAndAttack', 'MoveAndAttack', 'Spread', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'ShootOnPositionSmoke', 'ShootOnPositionWithoutCorrectionSmoke', 'AskForSupply', 'GoGetSupply', 'LoadIntoTransport', 'Load', 'AIManageArtillery_Focus', 'AIManageArtillery_CounterBattery', 'AIManageArtillery_Auto', 'AIStop']"
"Descriptor_OrderAvailability_FV101_Scorpion_BEL";"['Stop', 'Move', 'FollowFormation', 'QuickMove', 'Attack', 'FastMoveAndAttack', 'SmartHoldFire', 'MoveAndAttack', 'Spread', 'Reverse', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'ShootDefensiveSmoke', 'AskForSupply', 'GoGetSupply', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_FV101_Scorpion_UK";"['Stop', 'Move', 'FollowFormation', 'QuickMove', 'Attack', 'FastMoveAndAttack', 'SmartHoldFire', 'MoveAndAttack', 'Spread', 'Reverse', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'ShootDefensiveSmoke', 'AskForSupply', 'GoGetSupply', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_FV102_Striker_BEL";"['Stop', 'Move', 'FollowFormation', 'QuickMove', 'Attack', 'FastMoveAndAttack', 'SmartHoldFire', 'MoveAndAttack', 'Spread', 'Reverse', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'ShootDefensiveSmoke', 'AskForSupply', 'GoGetSupply', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_FV102_Striker_UK";"['Stop', 'Move', 'FollowFormation', 'QuickMove', 'Attack', 'FastMoveAndAttack', 'SmartHoldFire', 'MoveAndAttack', 'Spread', 'Reverse', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'ShootDefensiveSmoke', 'AskForSupply', 'GoGetSupply', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_FV103_Spartan_BEL";"['Stop', 'Move', 'FollowFormation', 'QuickMove', 'Attack', 'FastMoveAndAttack', 'MoveAndAttack', 'Spread', 'Reverse', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'ShootDefensiveSmoke', 'AskForSupply', 'GoGetSupply', 'UnloadFromTransport', 'UnloadAtPosition', 'UnloadSelf', 'LoadIntoTransport', 'Load', 'LoadUnit', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_FV103_Spartan_UK";"['Stop', 'Move', 'FollowFormation', 'QuickMove', 'Attack', 'FastMoveAndAttack', 'MoveAndAttack', 'Spread', 'Reverse', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'ShootDefensiveSmoke', 'AskForSupply', 'GoGetSupply', 'UnloadFromTransport', 'UnloadAtPosition', 'UnloadSelf', 'LoadIntoTransport', 'Load', 'LoadUnit', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_FV105_Sultan_BEL";"['Stop', 'Move', 'FollowFormation', 'QuickMove', 'Attack', 'FastMoveAndAttack', 'MoveAndAttack', 'Spread', 'Reverse', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'ShootDefensiveSmoke', 'AskForSupply', 'GoGetSupply', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_FV105_Sultan_UK";"['Stop', 'Move', 'FollowFormation', 'QuickMove', 'Attack', 'FastMoveAndAttack', 'MoveAndAttack', 'Spread', 'Reverse', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'ShootDefensiveSmoke', 'AskForSupply', 'GoGetSupply', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_FV107_Scimitar_BEL";"['Stop', 'Move', 'FollowFormation', 'QuickMove', 'Attack', 'FastMoveAndAttack', 'SmartHoldFire', 'MoveAndAttack', 'Spread', 'Reverse', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'ShootDefensiveSmoke', 'AskForSupply', 'GoGetSupply', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_FV107_Scimitar_UK";"['Stop', 'Move', 'FollowFormation', 'QuickMove', 'Attack', 'FastMoveAndAttack', 'SmartHoldFire', 'MoveAndAttack', 'Spread', 'Reverse', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'ShootDefensiveSmoke', 'AskForSupply', 'GoGetSupply', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_FV120_Spartan_MCT_UK";"['Stop', 'Move', 'FollowFormation', 'QuickMove', 'Attack', 'FastMoveAndAttack', 'SmartHoldFire', 'MoveAndAttack', 'Spread', 'Reverse', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'ShootDefensiveSmoke', 'AskForSupply', 'GoGetSupply', 'UnloadFromTransport', 'UnloadAtPosition', 'UnloadSelf', 'LoadIntoTransport', 'Load', 'LoadUnit', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_FV4003_Centurion_AVRE_UK";"['Stop', 'Move', 'FollowFormation', 'QuickMove', 'Attack', 'FastMoveAndAttack', 'MoveAndAttack', 'Spread', 'Reverse', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_FV4201_Chieftain_Mk11_CMD_UK";"['Stop', 'Move', 'FollowFormation', 'QuickMove', 'Attack', 'FastMoveAndAttack', 'SmartHoldFire', 'MoveAndAttack', 'Spread', 'Reverse', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'ShootDefensiveSmoke', 'AskForSupply', 'GoGetSupply', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_FV4201_Chieftain_Mk11_UK";"['Stop', 'Move', 'FollowFormation', 'QuickMove', 'Attack', 'FastMoveAndAttack', 'SmartHoldFire', 'MoveAndAttack', 'Spread', 'Reverse', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'ShootDefensiveSmoke', 'AskForSupply', 'GoGetSupply', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_FV4201_Chieftain_Mk9_UK";"['Stop', 'Move', 'FollowFormation', 'QuickMove', 'Attack', 'FastMoveAndAttack', 'SmartHoldFire', 'MoveAndAttack', 'Spread', 'Reverse', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'ShootDefensiveSmoke', 'AskForSupply', 'GoGetSupply', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_FV432_CMD_UK";"['Stop', 'Move', 'FollowFormation', 'QuickMove', 'Spread', 'Reverse', 'AskForSupply', 'GoGetSupply', 'UnloadFromTransport', 'UnloadAtPosition', 'UnloadSelf', 'LoadIntoTransport', 'Load', 'LoadUnit', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_FV432_Mortar_UK";"['Stop', 'Move', 'FollowFormation', 'QuickMove', 'Attack', 'FastMoveAndAttack', 'MoveAndAttack', 'Spread', 'Reverse', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'ShootOnPositionSmoke', 'ShootOnPositionWithoutCorrectionSmoke', 'AskForSupply', 'GoGetSupply', 'LoadIntoTransport', 'Load', 'AIManageArtillery_Focus', 'AIManageArtillery_CounterBattery', 'AIManageArtillery_Auto', 'AIStop']"
"Descriptor_OrderAvailability_FV432_UK";"['Stop', 'Move', 'FollowFormation', 'QuickMove', 'Attack', 'FastMoveAndAttack', 'MoveAndAttack', 'Spread', 'Reverse', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'UnloadFromTransport', 'UnloadAtPosition', 'UnloadSelf', 'LoadIntoTransport', 'Load', 'LoadUnit', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_FV433_Abbot_UK";"['Stop', 'Move', 'FollowFormation', 'QuickMove', 'Attack', 'FastMoveAndAttack', 'MoveAndAttack', 'Spread', 'Reverse', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'ShootOnPositionSmoke', 'ShootOnPositionWithoutCorrectionSmoke', 'AskForSupply', 'GoGetSupply', 'LoadIntoTransport', 'Load', 'AIManageArtillery_Focus', 'AIManageArtillery_CounterBattery', 'AIManageArtillery_Auto', 'AIStop']"
"Descriptor_OrderAvailability_FV438_Swingfire_UK";"['Stop', 'Move', 'FollowFormation', 'QuickMove', 'Attack', 'FastMoveAndAttack', 'SmartHoldFire', 'MoveAndAttack', 'Spread', 'Reverse', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'ShootDefensiveSmoke', 'AskForSupply', 'GoGetSupply', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_FV721_Fox_UK";"['Stop', 'Move', 'FollowFormation', 'QuickMove', 'Attack', 'FastMoveAndAttack', 'SmartHoldFire', 'MoveAndAttack', 'Spread', 'Reverse', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_Fallschirm_B1_RFA";"['Stop', 'Move', 'FollowFormation', 'SmartMove', 'Attack', 'SmartMoveAndAttack', 'SmartHoldFire', 'MoveAndAttack', 'Spread', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'EnterDistrict', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_Fallschirm_RFA";"['Stop', 'Move', 'FollowFormation', 'SmartMove', 'Attack', 'SmartMoveAndAttack', 'SmartHoldFire', 'MoveAndAttack', 'Spread', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'EnterDistrict', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_Fallschirmjager_CMD_DDR";"['Stop', 'Move', 'FollowFormation', 'SmartMove', 'Attack', 'SmartMoveAndAttack', 'SmartHoldFire', 'MoveAndAttack', 'Spread', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'EnterDistrict', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_Fallschirmjager_CMD_RFA";"['Stop', 'Move', 'FollowFormation', 'SmartMove', 'Attack', 'SmartMoveAndAttack', 'MoveAndAttack', 'Spread', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'EnterDistrict', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_Fallschirmjager_DDR";"['Stop', 'Move', 'FollowFormation', 'SmartMove', 'Attack', 'SmartMoveAndAttack', 'SmartHoldFire', 'MoveAndAttack', 'Spread', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'EnterDistrict', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_Fallschirmjager_FalseFlag_CMD_DDR";"['Stop', 'Move', 'FollowFormation', 'SmartMove', 'Attack', 'SmartMoveAndAttack', 'SmartHoldFire', 'MoveAndAttack', 'Spread', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'EnterDistrict', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_Fallschirmjager_FalseFlag_DDR";"['Stop', 'Move', 'FollowFormation', 'SmartMove', 'Attack', 'SmartMoveAndAttack', 'SmartHoldFire', 'MoveAndAttack', 'Spread', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'EnterDistrict', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_Fallschirmjager_FlaseFlag_Demo_DDR";"['Stop', 'Move', 'FollowFormation', 'SmartMove', 'Attack', 'SmartMoveAndAttack', 'SmartHoldFire', 'MoveAndAttack', 'Spread', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'EnterDistrict', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_Fallschirmjager_HMG_DDR";"['Stop', 'Move', 'FollowFormation', 'SmartMove', 'Attack', 'SmartMoveAndAttack', 'SmartHoldFire', 'MoveAndAttack', 'Spread', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'EnterDistrict', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_Fallschirmjager_Metys_DDR";"['Stop', 'Move', 'FollowFormation', 'SmartMove', 'Attack', 'SmartMoveAndAttack', 'SmartHoldFire', 'MoveAndAttack', 'Spread', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'EnterDistrict', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_Fallschirmjager_Scout_RFA";"['Stop', 'Move', 'FollowFormation', 'SmartMove', 'Attack', 'SmartMoveAndAttack', 'SmartHoldFire', 'MoveAndAttack', 'Spread', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'EnterDistrict', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_Faun_kraka_RFA";"['Stop', 'Sell', 'Move', 'FollowFormation', 'QuickMove', 'Spread', 'Reverse', 'AskForSupply', 'GoGetSupply', 'UnloadFromTransport', 'UnloadAtPosition', 'UnloadSelf', 'LoadIntoTransport', 'Load', 'LoadUnit', 'AIStop']"
"Descriptor_OrderAvailability_Feldgendarmerie_RFA";"['Stop', 'Move', 'FollowFormation', 'SmartMove', 'Attack', 'SmartMoveAndAttack', 'MoveAndAttack', 'Spread', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'EnterDistrict', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_Fernspaher_RFA";"['Stop', 'Move', 'FollowFormation', 'SmartMove', 'Attack', 'SmartMoveAndAttack', 'SmartHoldFire', 'MoveAndAttack', 'Spread', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'EnterDistrict', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_Ferret_Mk2_UK";"['Stop', 'Move', 'FollowFormation', 'QuickMove', 'Attack', 'FastMoveAndAttack', 'MoveAndAttack', 'Spread', 'Reverse', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_FireSupport_SOV";"['Stop', 'Move', 'FollowFormation', 'SmartMove', 'Attack', 'SmartMoveAndAttack', 'SmartHoldFire', 'MoveAndAttack', 'Spread', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'EnterDistrict', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_GAZ_66B_SOV";"['Stop', 'Sell', 'Move', 'FollowFormation', 'QuickMove', 'Spread', 'Reverse', 'AskForSupply', 'GoGetSupply', 'UnloadFromTransport', 'UnloadAtPosition', 'UnloadSelf', 'LoadIntoTransport', 'Load', 'LoadUnit', 'AIStop']"
"Descriptor_OrderAvailability_GAZ_66B_ZU_SOV";"['Stop', 'Move', 'FollowFormation', 'QuickMove', 'Attack', 'FastMoveAndAttack', 'MoveAndAttack', 'Spread', 'Reverse', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_GAZ_66_SOV";"['Stop', 'Sell', 'Move', 'FollowFormation', 'QuickMove', 'Spread', 'Reverse', 'AskForSupply', 'GoGetSupply', 'UnloadFromTransport', 'UnloadAtPosition', 'UnloadSelf', 'LoadIntoTransport', 'Load', 'LoadUnit', 'AIStop']"
"Descriptor_OrderAvailability_Gendarmerie_FR";"['Stop', 'Move', 'FollowFormation', 'SmartMove', 'Attack', 'SmartMoveAndAttack', 'MoveAndAttack', 'Spread', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'EnterDistrict', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_Gepard_1A2_RFA";"['Stop', 'Move', 'FollowFormation', 'QuickMove', 'Attack', 'FastMoveAndAttack', 'MoveAndAttack', 'Spread', 'Reverse', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'ShootDefensiveSmoke', 'AskForSupply', 'GoGetSupply', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_GreenBerets_CMD_US";"['Stop', 'Move', 'FollowFormation', 'SmartMove', 'Attack', 'SmartMoveAndAttack', 'MoveAndAttack', 'Spread', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'EnterDistrict', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_GreenBerets_US";"['Stop', 'Move', 'FollowFormation', 'SmartMove', 'Attack', 'SmartMoveAndAttack', 'SmartHoldFire', 'MoveAndAttack', 'Spread', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'EnterDistrict', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_Grenzer_CMD_DDR";"['Stop', 'Move', 'FollowFormation', 'SmartMove', 'Attack', 'SmartMoveAndAttack', 'MoveAndAttack', 'Spread', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'EnterDistrict', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_Grenzer_DDR";"['Stop', 'Move', 'FollowFormation', 'SmartMove', 'Attack', 'SmartMoveAndAttack', 'MoveAndAttack', 'Spread', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'EnterDistrict', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_Groupe_AT_FR";"['Stop', 'Move', 'FollowFormation', 'SmartMove', 'Attack', 'SmartMoveAndAttack', 'SmartHoldFire', 'MoveAndAttack', 'Spread', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'EnterDistrict', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_Gun_Group_UK";"['Stop', 'Move', 'FollowFormation', 'SmartMove', 'Attack', 'SmartMoveAndAttack', 'MoveAndAttack', 'Spread', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'EnterDistrict', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_HEMTT";"['Stop', 'Move', 'FollowFormation', 'QuickMove', 'Spread', 'Reverse', 'SupplyUnit', 'AskForSupply', 'GoGetSupply', 'LoadIntoTransport', 'Load', 'AIStop', 'AISupply']"
"Descriptor_OrderAvailability_HMGteam_AANF1_FR";"['Stop', 'Move', 'FollowFormation', 'QuickMove', 'Attack', 'FastMoveAndAttack', 'MoveAndAttack', 'Spread', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_HMGteam_AANF1_para_FR";"['Stop', 'Move', 'FollowFormation', 'QuickMove', 'Attack', 'FastMoveAndAttack', 'MoveAndAttack', 'Spread', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_HMGteam_AGS17_DDR";"['Stop', 'Move', 'FollowFormation', 'QuickMove', 'Attack', 'FastMoveAndAttack', 'MoveAndAttack', 'Spread', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_HMGteam_AGS17_SOV";"['Stop', 'Move', 'FollowFormation', 'QuickMove', 'Attack', 'FastMoveAndAttack', 'MoveAndAttack', 'Spread', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_HMGteam_AGS17_VDV_SOV";"['Stop', 'Move', 'FollowFormation', 'QuickMove', 'Attack', 'FastMoveAndAttack', 'MoveAndAttack', 'Spread', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_HMGteam_KPVT_SOV";"['Stop', 'Move', 'FollowFormation', 'QuickMove', 'Attack', 'FastMoveAndAttack', 'MoveAndAttack', 'Spread', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_HMGteam_M2HB_AB_US";"['Stop', 'Move', 'FollowFormation', 'QuickMove', 'Attack', 'FastMoveAndAttack', 'MoveAndAttack', 'Spread', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_HMGteam_M2HB_FR";"['Stop', 'Move', 'FollowFormation', 'QuickMove', 'Attack', 'FastMoveAndAttack', 'MoveAndAttack', 'Spread', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
"Descriptor_OrderAvailability_HMGteam_M2HB_US";"['Stop', 'Move', 'FollowFormation', 'QuickMove', 'Attack', 'FastMoveAndAttack', 'MoveAndAttack', 'Spread', 'Shoot', 'ShootOnPosition', 'ShootOnPositionWithoutCorrection', 'AskForSupply', 'GoGetSupply', 'LoadIntoTransport', 'Load', 'AIDefend', 'AIAttack', 'AIStop']"
