DeckDescriptor;DivisionName;DivisionTags;AvailableForPlay;MaxActivationPoints;CountryId;UnitDescriptor;AvailableWithoutTransport;AvailableTransportList;MaxPackNumber;NumberOfUnitInPack_Poor;NumberOfUnitInPack_Trained;NumberOfUnitInPack_Veteran;NumberOfUnitInPack_Elite
"Descriptor_Deck_Division_RDA_4_MSD_multi";"XPXHEQABVZ";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR2']";1;50;"DDR";"Descriptor_Unit_Mi_24D_s8_AT_DDR";1;;2;0;0;1;0
"Descriptor_Deck_Division_RDA_4_MSD_multi";"XPXHEQABVZ";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR2']";1;50;"DDR";"Descriptor_Unit_Mi_24P_s8_AT2_DDR";1;;1;0;0;1;0
"Descriptor_Deck_Division_RDA_4_MSD_multi";"XPXHEQABVZ";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR2']";1;50;"DDR";"Descriptor_Unit_Mi_24P_s8_AT_DDR";1;;1;0;0;1;0
"Descriptor_Deck_Division_RDA_4_MSD_multi";"XPXHEQABVZ";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR2']";1;50;"DDR";"Descriptor_Unit_Mi_2_reco_DDR";1;;1;0;0;6;4
"Descriptor_Deck_Division_RDA_4_MSD_multi";"XPXHEQABVZ";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR2']";1;50;"DDR";"Descriptor_Unit_Mi_8TB_DDR";1;;1;0;2;1;0
"Descriptor_Deck_Division_RDA_4_MSD_multi";"XPXHEQABVZ";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR2']";1;50;"DDR";"Descriptor_Unit_Mi_8TV_DDR";1;;2;0;2;1;0
"Descriptor_Deck_Division_RDA_4_MSD_multi";"XPXHEQABVZ";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR2']";1;50;"DDR";"Descriptor_Unit_Mi_8TV_PodGatling_DDR";1;;1;0;2;1;0
"Descriptor_Deck_Division_RDA_4_MSD_multi";"XPXHEQABVZ";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR2']";1;50;"DDR";"Descriptor_Unit_Mi_8TV_s57_32_DDR";1;;2;0;2;1;0
"Descriptor_Deck_Division_RDA_4_MSD_multi";"XPXHEQABVZ";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR2']";1;50;"DDR";"Descriptor_Unit_Mi_8_supply_DDR";1;;1;0;4;0;0
"Descriptor_Deck_Division_RDA_4_MSD_multi";"XPXHEQABVZ";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR2']";1;50;"DDR";"Descriptor_Unit_Mi_9_DDR";1;;1;0;0;2;1
"Descriptor_Deck_Division_RDA_4_MSD_multi";"XPXHEQABVZ";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR2']";1;50;"DDR";"Descriptor_Unit_Mortier_PM43_120mm_DDR";0;"['Descriptor_Unit_MTLB_trans_DDR', 'Descriptor_Unit_UAZ_469_trans_DDR']";3;0;4;2;1
"Descriptor_Deck_Division_RDA_4_MSD_multi";"XPXHEQABVZ";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR2']";1;50;"DDR";"Descriptor_Unit_MotRifles_BTR_DDR";0;"['Descriptor_Unit_BTR_70_DDR', 'Descriptor_Unit_W50_LA_A_DDR']";1;0;0;6;4
"Descriptor_Deck_Division_RDA_4_MSD_multi";"XPXHEQABVZ";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR2']";1;50;"DDR";"Descriptor_Unit_MotRifles_CMD_DDR";0;"['Descriptor_Unit_BMP_1_SP1_DDR', 'Descriptor_Unit_BMP_1_SP2_DDR', 'Descriptor_Unit_BTR_50_DDR', 'Descriptor_Unit_W50_LA_A_DDR']";4;0;0;0;3
"Descriptor_Deck_Division_RDA_4_MSD_multi";"XPXHEQABVZ";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR2']";1;50;"DDR";"Descriptor_Unit_MotRifles_DDR";0;"['Descriptor_Unit_BMP_1_SP1_DDR', 'Descriptor_Unit_BMP_1_SP2_DDR', 'Descriptor_Unit_BTR_50_DDR', 'Descriptor_Unit_W50_LA_A_DDR']";4;0;0;9;6
"Descriptor_Deck_Division_RDA_4_MSD_multi";"XPXHEQABVZ";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR2']";1;50;"DDR";"Descriptor_Unit_MotRifles_HMG_DDR";0;"['Descriptor_Unit_BMP_1_SP1_DDR', 'Descriptor_Unit_BMP_1_SP2_DDR', 'Descriptor_Unit_BTR_50_DDR', 'Descriptor_Unit_W50_LA_A_DDR']";4;0;0;6;4
"Descriptor_Deck_Division_RDA_4_MSD_multi";"XPXHEQABVZ";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR2']";1;50;"DDR";"Descriptor_Unit_MotSchutzen_DDR";0;"['Descriptor_Unit_BMP_1_SP1_DDR', 'Descriptor_Unit_BMP_1_SP2_DDR', 'Descriptor_Unit_BTR_50_DDR', 'Descriptor_Unit_BTR_70_DDR', 'Descriptor_Unit_W50_LA_A_DDR']";1;0;0;9;6
"Descriptor_Deck_Division_RDA_4_MSD_multi";"XPXHEQABVZ";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR2']";1;50;"DDR";"Descriptor_Unit_PT76B_DDR";1;;1;0;0;9;6
"Descriptor_Deck_Division_RDA_4_MSD_multi";"XPXHEQABVZ";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR2']";1;50;"DDR";"Descriptor_Unit_Scout_DDR";0;"['Descriptor_Unit_UAZ_469_Reco_DDR', 'Descriptor_Unit_UAZ_469_trans_DDR']";2;0;0;12;8
"Descriptor_Deck_Division_RDA_4_MSD_multi";"XPXHEQABVZ";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR2']";1;50;"DDR";"Descriptor_Unit_Su_22_AT_DDR";1;;2;0;3;2;1
"Descriptor_Deck_Division_RDA_4_MSD_multi";"XPXHEQABVZ";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR2']";1;50;"DDR";"Descriptor_Unit_Su_22_DDR";1;;1;0;3;2;1
"Descriptor_Deck_Division_RDA_4_MSD_multi";"XPXHEQABVZ";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR2']";1;50;"DDR";"Descriptor_Unit_Su_22_SEAD_DDR";1;;2;0;4;2;1
"Descriptor_Deck_Division_RDA_4_MSD_multi";"XPXHEQABVZ";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR2']";1;50;"DDR";"Descriptor_Unit_Su_22_clu_DDR";1;;1;0;3;2;1
"Descriptor_Deck_Division_RDA_4_MSD_multi";"XPXHEQABVZ";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR2']";1;50;"DDR";"Descriptor_Unit_Su_22_nplm_DDR";1;;1;0;3;2;1
"Descriptor_Deck_Division_RDA_4_MSD_multi";"XPXHEQABVZ";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR2']";1;50;"DDR";"Descriptor_Unit_T55AM2B_DDR";1;;1;0;0;6;4
"Descriptor_Deck_Division_RDA_4_MSD_multi";"XPXHEQABVZ";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR2']";1;50;"DDR";"Descriptor_Unit_T55AM2_CMD_DDR";1;;2;0;0;0;1
"Descriptor_Deck_Division_RDA_4_MSD_multi";"XPXHEQABVZ";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR2']";1;50;"DDR";"Descriptor_Unit_T55AM2_DDR";1;;2;0;0;6;4
"Descriptor_Deck_Division_RDA_4_MSD_multi";"XPXHEQABVZ";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR2']";1;50;"DDR";"Descriptor_Unit_T55A_CMD_DDR";1;;1;0;0;0;2
"Descriptor_Deck_Division_RDA_4_MSD_multi";"XPXHEQABVZ";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR2']";1;50;"DDR";"Descriptor_Unit_T55A_DDR";1;;1;0;0;12;8
"Descriptor_Deck_Division_RDA_4_MSD_multi";"XPXHEQABVZ";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR2']";1;50;"DDR";"Descriptor_Unit_T813_DDR";1;;2;0;3;0;0
"Descriptor_Deck_Division_RDA_4_MSD_multi";"XPXHEQABVZ";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR2']";1;50;"DDR";"Descriptor_Unit_TO_55_DDR";1;;1;0;0;6;4
"Descriptor_Deck_Division_RDA_4_MSD_multi";"XPXHEQABVZ";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR2']";1;50;"DDR";"Descriptor_Unit_UAZ_469_SPG9_DDR";1;;2;0;0;12;8
"Descriptor_Deck_Division_RDA_4_MSD_multi";"XPXHEQABVZ";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR2']";1;50;"DDR";"Descriptor_Unit_ZSU_23_Shilka_DDR";1;;1;0;0;6;4
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_2K12_KUB_DDR";1;;2;0;0;4;2
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_2S1_DDR";1;;2;0;3;2;0
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_2S3_DDR";1;;2;0;2;1;0
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_ATteam_Fagot_DDR";0;"['Descriptor_Unit_BMP_1_SP1_DDR', 'Descriptor_Unit_BMP_1P_DDR', 'Descriptor_Unit_BTR_50_DDR', 'Descriptor_Unit_BTR_70_DDR', 'Descriptor_Unit_UAZ_469_trans_DDR']";1;0;9;6;3
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_ATteam_Konkurs_DDR";0;"['Descriptor_Unit_BMP_1_SP1_DDR', 'Descriptor_Unit_BMP_1P_DDR', 'Descriptor_Unit_BTR_50_DDR', 'Descriptor_Unit_BTR_70_DDR', 'Descriptor_Unit_UAZ_469_trans_DDR']";1;0;6;4;2
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_BMP_1_CMD_DDR";1;;2;0;0;0;3
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_BRDM_2_CMD_DDR";1;;2;0;0;0;3
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_BRDM_2_DDR";1;;2;0;0;9;6
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_BRDM_Konkurs_DDR";1;;2;0;0;9;6
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_BRDM_Strela_1_DDR";1;;1;0;8;4;2
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_BRM_1_DDR";1;;2;0;0;6;4
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_BTR_50_CMD_DDR";1;;1;0;0;3;2
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_BTR_60_CMD_DDR";1;;1;0;0;3;0
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_Engineers_CMD_DDR";0;"['Descriptor_Unit_BTR_70_DDR', 'Descriptor_Unit_MTLB_trans_DDR', 'Descriptor_Unit_UAZ_469_trans_DDR']";1;0;0;0;3
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_Engineers_DDR";0;"['Descriptor_Unit_BTR_70_DDR', 'Descriptor_Unit_MTLB_trans_DDR', 'Descriptor_Unit_W50_LA_A_DDR']";1;0;0;9;6
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_Engineers_Flam_DDR";0;"['Descriptor_Unit_BTR_70_DDR', 'Descriptor_Unit_MTLB_trans_DDR', 'Descriptor_Unit_W50_LA_A_DDR']";1;0;0;6;4
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_HvyScout_DDR";0;"['Descriptor_Unit_BMP_1P_reco_DDR', 'Descriptor_Unit_Mi_2_trans_DDR', 'Descriptor_Unit_W50_LA_A_DDR']";1;0;0;6;4
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_MANPAD_Strela_2M_DDR";0;"['Descriptor_Unit_UAZ_469_trans_DDR']";5;0;0;12;8
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_MFRW_RM70_DDR";1;;2;0;2;1;0
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_MTLB_Strela10_DDR";1;;1;0;0;6;4
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_MTLB_supply_DDR";1;;2;0;10;0;0
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_MiG_21PFM_AA_DDR";1;;2;0;4;2;1
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_MiG_21PFM_DDR";1;;1;0;3;2;1
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_MiG_21bis_AA2_DDR";1;;2;0;0;4;2
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_MiG_21bis_HE_DDR";1;;1;0;3;2;1
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_MiG_23BN_AT_DDR";1;;2;0;4;2;1
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_MiG_23MF_DDR";1;;1;0;3;2;1
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_MiG_23ML_DDR";1;;2;0;0;3;2
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_Mi_24D_s5_AT_DDR";1;;3;0;0;1;0
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_Mi_24P_s8_AT_DDR";1;;2;0;0;1;0
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_Mi_2_reco_DDR";1;;1;0;0;6;4
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_Mi_8TV_DDR";1;;2;0;2;1;0
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_Mi_8TV_s57_32_DDR";1;;2;0;2;1;0
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_Mortier_PM43_120mm_DDR";0;"['Descriptor_Unit_MTLB_trans_DDR', 'Descriptor_Unit_UAZ_469_trans_DDR']";3;0;4;2;1
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_MotRifles_BTR_DDR";0;"['Descriptor_Unit_BTR_70_DDR', 'Descriptor_Unit_W50_LA_A_DDR']";1;0;0;6;4
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_MotRifles_CMD_DDR";0;"['Descriptor_Unit_BMP_1_SP1_DDR', 'Descriptor_Unit_BMP_1_SP2_DDR', 'Descriptor_Unit_BMP_1P_DDR', 'Descriptor_Unit_BTR_50_DDR', 'Descriptor_Unit_W50_LA_A_DDR']";4;0;0;0;3
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_MotRifles_DDR";0;"['Descriptor_Unit_BMP_1_SP1_DDR', 'Descriptor_Unit_BMP_1_SP2_DDR', 'Descriptor_Unit_BMP_1P_DDR', 'Descriptor_Unit_BTR_50_DDR', 'Descriptor_Unit_W50_LA_A_DDR']";4;0;0;9;6
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_MotRifles_HMG_DDR";0;"['Descriptor_Unit_BMP_1_SP1_DDR', 'Descriptor_Unit_BMP_1_SP2_DDR', 'Descriptor_Unit_BMP_1P_DDR', 'Descriptor_Unit_BTR_50_DDR', 'Descriptor_Unit_W50_LA_A_DDR']";4;0;0;6;4
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_MotSchutzen_DDR";0;"['Descriptor_Unit_BMP_1_SP1_DDR', 'Descriptor_Unit_BMP_1_SP2_DDR', 'Descriptor_Unit_BMP_1P_DDR', 'Descriptor_Unit_BTR_50_DDR', 'Descriptor_Unit_BTR_70_DDR', 'Descriptor_Unit_W50_LA_A_DDR']";1;0;0;9;6
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_Scout_DDR";0;"['Descriptor_Unit_UAZ_469_Reco_DDR', 'Descriptor_Unit_UAZ_469_trans_DDR']";2;0;0;12;8
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_Scout_LRRP_DDR";0;"['Descriptor_Unit_Mi_2_trans_DDR', 'Descriptor_Unit_W50_LA_A_DDR']";2;0;0;4;2
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_Su_22_AT_DDR";1;;2;0;3;2;1
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_Su_22_DDR";1;;1;0;3;2;1
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_Su_22_SEAD_DDR";1;;2;0;4;2;1
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_Su_22_clu_DDR";1;;1;0;3;2;1
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_Su_22_nplm_DDR";1;;1;0;3;2;1
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_T55AM2B_DDR";1;;1;0;0;6;4
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_T55AM2_CMD_DDR";1;;2;0;0;0;1
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_T55AM2_DDR";1;;3;0;0;6;4
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_T55A_CMD_DDR";1;;1;0;0;0;2
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_T55A_DDR";1;;1;0;0;12;8
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_T72M1_DDR";1;;1;0;6;4;0
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_T72M_CMD_DDR";1;;1;0;0;2;1
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_T72M_DDR";1;;2;0;6;4;2
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_T72_DDR";1;;1;0;0;6;4
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_T813_DDR";1;;2;0;3;0;0
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_TO_55_DDR";1;;1;0;0;6;4
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_UAZ_469_SPG9_DDR";1;;2;0;0;12;8
"Descriptor_Deck_Division_RDA_7_Panzer_multi";"NIZAYXAMPN";"['DEFAULT', 'DDR', 'Axis', 'armored', 'DC_PWR1']";1;50;"DDR";"Descriptor_Unit_ZSU_23_Shilka_DDR";1;;1;0;0;6;4
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_2S7M_Malka_SOV";1;;2;0;1;0;0
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_AT_D44_85mm_DDR";0;"['Descriptor_Unit_MTLB_trans_DDR', 'Descriptor_Unit_W50_LA_A_DDR']";1;0;9;6;0
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_AT_T12_Rapira_DDR";1;"['Descriptor_Unit_MTLB_trans_DDR', 'Descriptor_Unit_T813_trans_DDR']";1;0;9;6;0
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_ATteam_Fagot_DDR";0;"['Descriptor_Unit_UAZ_469_trans_DDR']";2;0;9;6;3
