Ammunition;Name;TypeCategoryName;Caliber;TraitsToken;Level;Arme;Puissance;ShotsBeforeMaxNoise;NbTirParSalves;TempsEntreDeuxTirs;TempsEntreDeuxSalves;PorteeMaximale;PorteeMinimale;PorteeMaximaleTBA;PorteeMinimaleTBA;PorteeMaximaleHA;PorteeMinimaleHA;AltitudeAPorteeMaximale;AltitudeAPorteeMinimale;AffecteParNombre;AngleDispersion;DispersionAtMaxRange;DispersionAtMinRange;RadiusSplashPhysicalDamages;PhysicalDamages;RadiusSplashSuppressDamages;SuppressDamages;RayonPinned;AllowSuppressDamageWhenNoImpact;TirIndirect;TirReflexe;InterdireTirReflexe;NoiseDissimulationMalus;BaseCriticModifier;EBaseHitValueModifier_Idling;EBaseHitValueModifier_Moving;MaxSuccessiveHitCount;TempsDeVisee;SupplyCost;CanShootOnPosition;CanShootWhileMoving;NbrProjectilesSimultanes;MissileDescriptor;SmokeDescriptor;FireDescriptor;CanHarmInfantry;CanHarmVehicles;CanHarmHelicopters;CanHarmAirplanes;CanHarmGuidedMissiles;IsHarmlessForAllies;PiercingWeapon;DamageTypeEvolutionOverRangeDescriptor;FlightTimeForSpeed;DistanceForSpeed
"Ammo_Canon_HE_105mm_F2_late";"RPQTAKCUAL";"FIQMEQMUTK";"OGZZTIGHGK";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;2120.141342756184;35.3356890459364;0.0;0.0;0.0;0.0;12.36749116607774;6.18374558303887;0;0.0;8.8339222614841;;18.72791519434629;1.26;3.8869257950530036;69.0;141.3427561837456;0;0;1;0;2.2;25;65;5;;3.0;105;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_105mm_F2_BK_MECA_L48";"RPQTAKCUAL";"FIQMEQMUTK";"EFFEDPBWQI";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;2120.141342756184;176.67844522968198;0.0;0.0;0.0;0.0;19.434628975265017;9.717314487632509;0;0.0;8.8339222614841;;18.72791519434629;1.26;3.8869257950530036;69.0;141.3427561837456;1;0;1;0;2.2;25;65;50;;3.0;105;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_105mm_L7A3";"NFOCWVPHMM";"FIQMEQMUTK";"EFFEDPBWQI";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;2120.141342756184;35.3356890459364;0.0;0.0;0.0;0.0;19.434628975265017;9.717314487632509;0;0.0;8.8339222614841;;18.72791519434629;1.26;3.8869257950530036;69.0;141.3427561837456;1;0;1;0;2.2;25;50;35;;3.0;105;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_105mm_L7A3_Leo1A5";"NFOCWVPHMM";"FIQMEQMUTK";"EFFEDPBWQI";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;2295.053003533569;35.3356890459364;0.0;0.0;0.0;0.0;19.434628975265017;9.717314487632509;0;0.0;8.8339222614841;;18.72791519434629;1.26;3.8869257950530036;69.0;141.3427561837456;1;0;1;0;2.2;25;65;50;;3.0;105;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_105mm_L7A3_M48";"NFOCWVPHMM";"FIQMEQMUTK";"EFFEDPBWQI";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;2120.141342756184;35.3356890459364;0.0;0.0;0.0;0.0;19.434628975265017;9.717314487632509;0;0.0;8.8339222614841;;18.72791519434629;1.26;3.8869257950530036;69.0;141.3427561837456;1;0;1;0;2.2;25;45;5;;3.0;105;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_105mm_M68";"BURMAHXLMC";"FIQMEQMUTK";"QYVYIKDJQI";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;1944.8763250883394;35.3356890459364;0.0;0.0;0.0;0.0;19.434628975265017;9.717314487632509;0;0.0;8.8339222614841;;18.72791519434629;1.26;3.8869257950530036;69.0;141.3427561837456;1;0;1;0;2.2;25;40;20;;3.0;105;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_105mm_M68_AOS";"HBJCWHDVXF";"FIQMEQMUTK";"HZIVCIQCKU";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;1944.8763250883394;35.3356890459364;0.0;0.0;0.0;0.0;14.13427561837456;7.06713780918728;0;0.0;8.8339222614841;;18.72791519434629;1.26;3.8869257950530036;69.0;141.3427561837456;1;0;1;0;2.2;25;45;25;;3.0;105;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_105mm_M68_Imp";"BURMAHXLMC";"FIQMEQMUTK";"";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;2120.141342756184;35.3356890459364;0.0;0.0;0.0;0.0;19.434628975265017;9.717314487632509;0;0.0;8.8339222614841;;18.72791519434629;1.26;3.8869257950530036;69.0;141.3427561837456;1;0;1;0;2.2;25;65;50;;3.0;105;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_105mm_M68_M1";"ASYIJSXBNR";"FIQMEQMUTK";"WPGZAXWLHR";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;2120.141342756184;35.3356890459364;0.0;0.0;0.0;0.0;14.13427561837456;7.06713780918728;0;0.0;8.8339222614841;;18.72791519434629;1.26;3.8869257950530036;69.0;141.3427561837456;1;0;1;0;2.2;25;65;50;;3.0;105;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_105mm_M68_late";"IAOKGTBNCT";"FIQMEQMUTK";"RBQJLCWVQJ";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;2120.141342756184;35.3356890459364;0.0;0.0;0.0;0.0;19.434628975265017;9.717314487632509;0;0.0;8.8339222614841;;18.72791519434629;1.26;3.8869257950530036;69.0;141.3427561837456;1;0;1;0;2.2;25;60;30;;3.0;105;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_105mm_MECA_L48";"UEPXIRMRHZ";"FIQMEQMUTK";"OGZZTIGHGK";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;2120.141342756184;35.3356890459364;0.0;0.0;0.0;0.0;12.36749116607774;6.18374558303887;0;0.0;8.8339222614841;;18.72791519434629;1.26;3.8869257950530036;69.0;141.3427561837456;0;0;1;0;2.2;25;55;5;;3.0;105;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_105mm_Royal_Ordnance_L7A3_Leo1_Reco";"UEPXIRMRHZ";"FIQMEQMUTK";"OGZZTIGHGK";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;2120.141342756184;35.3356890459364;0.0;0.0;0.0;0.0;12.36749116607774;6.18374558303887;0;0.0;8.8339222614841;;18.72791519434629;1.26;3.8869257950530036;69.0;141.3427561837456;0;0;1;0;2.2;25;0.0;0.0;;3.0;105;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_105mmCN_105_F1_late";"PMIAFBMCKC";"FIQMEQMUTK";"BMQJOXODMC";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;2120.141342756184;176.67844522968198;0.0;0.0;0.0;0.0;19.434628975265017;9.717314487632509;0;0.0;8.8339222614841;;18.72791519434629;1.26;3.8869257950530036;69.0;141.3427561837456;1;0;1;0;2.2;25;60;20;;3.0;105;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_115mm_U5TS_T62M";"STYMYCSNJD";"FIQMEQMUTK";"SKYCDTCSCH";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;2120.141342756184;35.3356890459364;0.0;0.0;0.0;0.0;14.13427561837456;7.06713780918728;0;0.0;8.8339222614841;;18.72791519434629;1.26;3.8869257950530036;69.0;141.3427561837456;1;0;1;0;2.2;25;45;15;;3.0;105;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_120_mm_L11A5";"FJYKJBEVGW";"FIQMEQMUTK";"UAMGVQLVMC";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;2296.819787985866;176.67844522968198;0.0;0.0;0.0;0.0;19.434628975265017;9.717314487632509;0;0.0;8.8339222614841;;21.20141342756184;1.44;4.240282685512367;79.0;141.3427561837456;1;0;1;0;2.2;25;60;5;;3.0;120;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_120_mm_L44";"MTFMIXTJID";"FIQMEQMUTK";"UAMGVQLVMC";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;2295.053003533569;35.3356890459364;0.0;0.0;0.0;0.0;19.434628975265017;9.717314487632509;0;0.0;8.8339222614841;;21.20141342756184;1.44;4.240282685512367;79.0;141.3427561837456;1;0;1;0;2.2;25;65;60;;3.0;120;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_120_mm_L52_M68";"FJYKJBEVGW";"FIQMEQMUTK";"UAMGVQLVMC";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;2295.053003533569;35.3356890459364;0.0;0.0;0.0;0.0;19.434628975265017;9.717314487632509;0;0.0;8.8339222614841;;21.20141342756184;1.44;4.240282685512367;79.0;141.3427561837456;1;0;1;0;2.2;25;65;60;;3.0;120;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_120mm_L44_late";"CBLWXXCVBA";"FIQMEQMUTK";"UAMGVQLVMC";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;2295.053003533569;35.3356890459364;0.0;0.0;0.0;0.0;12.36749116607774;6.18374558303887;0;0.0;8.8339222614841;;21.20141342756184;1.44;4.240282685512367;79.0;141.3427561837456;0;0;1;0;2.2;25;70;65;;3.0;120;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_120mm_RO_L11A5_very_late";"OXWSLMZMYW";"FIQMEQMUTK";"UAMGVQLVMC";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;2295.053003533569;35.3356890459364;0.0;0.0;0.0;0.0;12.36749116607774;6.18374558303887;0;0.0;8.8339222614841;;21.20141342756184;1.44;4.240282685512367;79.0;141.3427561837456;0;0;1;0;2.2;25;60;40;;3.0;120;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_120mm_Royal_Ordnance_L11A5";"OXWSLMZMYW";"FIQMEQMUTK";"UAMGVQLVMC";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;2295.053003533569;35.3356890459364;0.0;0.0;0.0;0.0;12.36749116607774;6.18374558303887;0;0.0;8.8339222614841;;21.20141342756184;1.44;4.240282685512367;79.0;141.3427561837456;0;0;1;0;2.2;25;60;45;;3.0;120;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_125_mm_2A26";"HISDZNMXRJ";"FIQMEQMUTK";"IVCGUJQOEK";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;1944.8763250883394;35.3356890459364;0.0;0.0;0.0;0.0;10.60070671378092;5.30035335689046;0;0.0;8.8339222614841;;22.26148409893993;1.5;4.593639575971731;83.0;141.3427561837456;0;0;1;0;2.2;25;45;25;;3.0;125;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_125_mm_2A26_T72A";"HISDZNMXRJ";"FIQMEQMUTK";"IVCGUJQOEK";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;1944.8763250883394;35.3356890459364;0.0;0.0;0.0;0.0;10.60070671378092;5.30035335689046;0;0.0;8.8339222614841;;22.26148409893993;1.5;4.593639575971731;83.0;141.3427561837456;0;0;1;0;2.2;25;50;35;;3.0;125;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_125_mm_2A26_T72M";"HISDZNMXRJ";"FIQMEQMUTK";"IVCGUJQOEK";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;1944.8763250883394;35.3356890459364;0.0;0.0;0.0;0.0;10.60070671378092;5.30035335689046;0;0.0;8.8339222614841;;22.26148409893993;1.5;4.593639575971731;83.0;141.3427561837456;0;0;1;0;2.2;25;50;35;;3.0;125;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_125_mm_2A46_T64B";"QPASZFAHHD";"FIQMEQMUTK";"QHORZLZGGU";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;2295.053003533569;35.3356890459364;0.0;0.0;0.0;0.0;17.6678445229682;8.8339222614841;0;0.0;8.8339222614841;;22.26148409893993;1.5;4.593639575971731;83.0;141.3427561837456;0;0;1;0;2.2;25;50;35;;3.0;125;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_125_mm_2A46_T64B_very_late";"FBIOJCFVXT";"FIQMEQMUTK";"XRQUBWJDFQ";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;2295.053003533569;35.3356890459364;0.0;0.0;0.0;0.0;17.6678445229682;8.8339222614841;0;0.0;8.8339222614841;;22.26148409893993;1.5;4.593639575971731;83.0;141.3427561837456;0;0;1;0;2.2;25;55;45;;3.0;125;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_125_mm_2A46M_T80B";"XIOUNHPLNQ";"FIQMEQMUTK";"KRRIBLQJWZ";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;2295.053003533569;35.3356890459364;0.0;0.0;0.0;0.0;;;0;0.0;8.8339222614841;;22.26148409893993;1.5;4.593639575971731;83.0;141.3427561837456;1;0;1;0;2.2;25;55;45;;3.0;125;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_125_mm_2A46M_late";"KUPNLKSDNF";"FIQMEQMUTK";"WJSYUFYRXX";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;2295.053003533569;35.3356890459364;0.0;0.0;0.0;0.0;17.6678445229682;8.8339222614841;0;0.0;8.8339222614841;;22.26148409893993;1.5;4.593639575971731;83.0;141.3427561837456;1;0;1;0;2.2;25;60;40;;3.0;125;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_125_mm_2A46M_late_NSWP_T72S1";"HISDZNMXRJ";"FIQMEQMUTK";"PWIDNDPQMW";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;2295.053003533569;35.3356890459364;0.0;0.0;0.0;0.0;10.60070671378092;5.30035335689046;0;0.0;8.8339222614841;;22.26148409893993;1.5;4.593639575971731;83.0;141.3427561837456;0;0;1;0;2.2;25;0.0;0.0;;3.0;125;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_152mm_Sheridan";"NRMQDFTFPN";"FIQMEQMUTK";"CMEFIPVBYI";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='howz' Index=1)";100.0;2;1;1.0;6.0;1944.8763250883394;35.3356890459364;0.0;0.0;0.0;0.0;19.434628975265017;9.717314487632509;0;0.0;8.8339222614841;;75.26501766784453;2.28;80.56537102473499;100.0;141.3427561837456;1;0;1;0;2.2;25;40;20;;3.0;152;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_165mm_AVRE";"DJXFPDOXUS";"FIQMEQMUTK";"BRECOXZJBB";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;1765.017667844523;35.3356890459364;0.0;0.0;0.0;0.0;19.434628975265017;9.717314487632509;0;0.0;8.8339222614841;;53.003533568904594;3.6;10.60070671378092;198.0;141.3427561837456;1;0;1;0;2.2;25;60;1;;3.0;300;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_73_mm_2A28_Grom";"JKWKVBDOVL";"FIQMEQMUTK";"VDXVXJAHUK";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;1590.1060070671379;35.3356890459364;0.0;0.0;0.0;0.0;14.13427561837456;7.06713780918728;0;0.0;8.8339222614841;;13.074204946996467;0.876;25.79505300353357;48.0;141.3427561837456;0;0;1;0;2.2;25;35;5;;3.0;73;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_73_mm_2A28_Grom_late";"JKWKVBDOVL";"FIQMEQMUTK";"VDXVXJAHUK";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;1590.1060070671379;35.3356890459364;0.0;0.0;0.0;0.0;14.13427561837456;7.06713780918728;0;0.0;8.8339222614841;;13.074204946996467;0.876;25.79505300353357;48.0;141.3427561837456;0;0;1;0;2.2;25;35;5;;3.0;73;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_73_mm_ROF_L23A1";"CJYCWMEAEA";"FIQMEQMUTK";"OZOVXDPWKR";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;0.0;0.0;2474.9116607773854;176.67844522968198;2120.141342756184;353.35689045936397;10.60070671378092;5.30035335689046;0;0.0;8.8339222614841;;13.074204946996467;0.876;25.79505300353357;48.0;141.3427561837456;0;0;1;0;2.2;25;30;5;;3.0;73;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_73_mm_SPG9";"PJWQOQSZBH";"FIQMEQMUTK";"UAMGVQLVMC";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;1590.1060070671379;35.3356890459364;0.0;0.0;0.0;0.0;19.434628975265017;9.717314487632509;0;0.0;8.8339222614841;;13.074204946996467;0.876;25.79505300353357;48.0;141.3427561837456;1;0;1;0;2.2;25;35;5;;1.5;73;1;0;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_76mm_D56T";"WQSGVNOASB";"FIQMEQMUTK";"XNZDRWTWIT";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;1765.017667844523;35.3356890459364;0.0;0.0;0.0;0.0;14.13427561837456;7.06713780918728;0;0.0;8.8339222614841;;13.427561837455832;0.912;2.8268551236749118;50.0;141.3427561837456;1;0;1;0;2.2;25;40;10;;3.0;76;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_76mm_L23A1";"CJYCWMEAEA";"FIQMEQMUTK";"GAFIWJKCBV";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;1766.7844522968198;176.67844522968198;0.0;0.0;0.0;0.0;14.13427561837456;7.06713780918728;0;0.0;8.8339222614841;;13.427561837455832;0.912;2.8268551236749118;50.0;141.3427561837456;1;0;1;0;2.2;25;30;5;;3.0;76;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_85mm_D44";"OLPZRHXAJQ";"FIQMEQMUTK";"DMSLWJQDYR";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;1944.8763250883394;35.3356890459364;0.0;0.0;0.0;0.0;12.36749116607774;6.18374558303887;0;0.0;8.8339222614841;;15.90106007067138;1.08;3.1802120141342756;59.0;141.3427561837456;0;0;1;0;2.2;25;60;0;;3.0;90;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_90_mm__F3";"DTOWMOPLKD";"FIQMEQMUTK";"KKBTHGMLTA";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;1590.1060070671379;176.67844522968198;0.0;0.0;0.0;0.0;14.13427561837456;7.06713780918728;0;0.0;8.8339222614841;;15.90106007067138;1.08;3.1802120141342756;59.0;141.3427561837456;0;0;1;0;2.2;25;40;5;;3.0;90;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_90_mm_GIAT_F1";"DTOWMOPLKD";"FIQMEQMUTK";"KKBTHGMLTA";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;1590.1060070671379;176.67844522968198;0.0;0.0;0.0;0.0;14.13427561837456;7.06713780918728;0;0.0;8.8339222614841;;15.90106007067138;1.08;3.1802120141342756;59.0;141.3427561837456;0;0;1;0;2.2;25;40;5;;3.0;90;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_90mm_F3";"IVEEQGYMXG";"FIQMEQMUTK";"VLMHMPSTQM";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;1944.8763250883394;35.3356890459364;0.0;0.0;0.0;0.0;10.60070671378092;5.30035335689046;0;0.0;8.8339222614841;;15.90106007067138;1.08;3.1802120141342756;59.0;141.3427561837456;0;0;1;0;2.2;25;40;5;;3.0;90;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_90mm_M48";"ACCWHHPRFW";"FIQMEQMUTK";"VLMHMPSTQM";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;1944.8763250883394;35.3356890459364;0.0;0.0;0.0;0.0;10.60070671378092;5.30035335689046;0;0.0;8.8339222614841;;15.90106007067138;1.08;3.1802120141342756;59.0;141.3427561837456;0;0;1;0;2.2;25;40;5;;3.0;90;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_90mm_M48_KanJPz";"UYUJRDJGGN";"FIQMEQMUTK";"VLMHMPSTQM";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;1944.8763250883394;35.3356890459364;0.0;0.0;0.0;0.0;10.60070671378092;5.30035335689046;0;0.0;8.8339222614841;;15.90106007067138;1.08;3.1802120141342756;59.0;141.3427561837456;0;0;1;0;2.2;25;40;0;;3.0;90;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HE_L13A1_105mm";"UEPXIRMRHZ";"FIQMEQMUTK";"OGZZTIGHGK";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he' Index=1)";100.0;2;1;1.0;6.0;1944.8763250883394;35.3356890459364;0.0;0.0;0.0;0.0;12.36749116607774;6.18374558303887;0;0.0;8.8339222614841;;18.72791519434629;1.26;3.8869257950530036;69.0;141.3427561837456;0;0;1;0;2.2;25;0.0;0.0;;3.0;105;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.3;2296.819787985866
"Ammo_Canon_HEAT_152mm_Sheridan";"NRMQDFTFPN";"FIQMEQMUTK";"CMEFIPVBYI";"['MOTION', 'HE', 'HEAT']";3;" TDamageTypeRTTI(Family='ap_missile' Index=14)";100.0;2;1;1.0;6.0;1944.8763250883394;35.3356890459364;0.0;0.0;0.0;0.0;19.434628975265017;9.717314487632509;0;0.0;8.8339222614841;;0.35335689045936397;1.0;0.35335689045936397;1.0;141.3427561837456;1;0;1;0;2.2;0;40;20;;3.0;140;0;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;1;1;;1.3;2296.819787985866
"Ammo_Canon_HEAT_73_mm_SPG9";"PJWQOQSZBH";"FIQMEQMUTK";"BQEOKGFQRX";"['MOTION', 'HE', 'HEAT']";3;" TDamageTypeRTTI(Family='ap_missile' Index=14)";100.0;2;1;1.0;6.0;1590.1060070671379;35.3356890459364;0.0;0.0;0.0;0.0;21.20141342756184;10.60070671378092;0;0.0;8.8339222614841;;0.35335689045936397;1.0;0.35335689045936397;1.0;141.3427561837456;0;0;1;0;2.2;0;35;5;;1.5;140;0;0;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;1;1;;1.3;2296.819787985866
